year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
1997-1998,105,2,14,ILLINOI,"HASTERT, DENNIS J.",0,2,2,0,0,1,IL,14,3,1,11,0,1,1/2/42,55,0.409999996,45377,0.509715736,0.887946367,0.80400002,0.227000013,0.789668083,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,23,FLORIDA,"HASTINGS, ALCEE L.",2,1,3,1,0.666666687,1,FL,10,5,0,5,0,0,9/5/36,60,0.74000001,26238,0.518462241,0.447847992,0.614000022,0.109999999,0.954972208,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,88,11,85,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
1997-1998,105,2,4,WASHING,"HASTINGS, RICHARD",2,1,3,1,0.666666687,2,WA,48,9,1,3,0,1,2/7/41,55,0.400000006,29700,0.507663608,0.832025886,0.730000019,0.160999998,0.614323974,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,6,ARIZONA,"HAYWORTH, J.D.",2,1,3,1,0.666666687,1,AZ,3,8,1,3,0,1,7/12/58,38,0.469999999,29273,0.512345493,0.703446865,0.738000035,0.158999994,0.672199726,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,5,COLORAD,"HEFLEY, JOEL M.",3,0,3,1,1,1,CO,6,8,1,11,0,1,4/18/35,61,0.330000013,38651,0.500361621,0.88756907,0.894999981,0.300999999,0.887563586,0.584795296,0.3125,0.201183438,0.519999981,0.670000017,0.419999987,0.230000004,0.029999999,0.050000001,0.270000011,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,8,NORTH C,"HEFNER, W.G. (BILL)",2,0,2,1,1,1,NC,34,5,0,23,0,1,4/11/30,66,0.430000007,30399,0.524958014,0.728485644,0.658000052,0.113999993,0.450289369,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,88,26,70,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,2,CALIFOR,"HERGER, WALTER",3,5,8,1,0.375,3,CA,5,9,1,11,0,1,5/20/45,51,0.360000014,29646,0.510300577,0.915874481,0.783000052,0.16399999,0.595321655,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,1,MONTANA,"HILL, RICK",0,3,3,0,0,1,MT,27,8,1,1,0,1,12/30/46,50,0.409999996,28044,0.512131691,0.927472711,0.810000002,0.197999999,0.525600553,NA,NA,NA,NA,NA,0.479999989,0.219999999,0.029999999,0.029999999,0.239999995,0,94,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,4,TENNESS,"HILLEARY, WILLIAM",0,0,0,0,0,1,TN,43,6,1,3,0,1,6/20/59,37,0.460000008,24532,0.525183678,0.957781255,0.56400001,0.090000004,0.260000587,0.32661289,0.35164836,0.247706428,0.634920657,0.506756783,0.75999999,0.059999999,0,0.029999999,0.140000001,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,7,ALABAMA,"HILLIARD, EARL F.",1,1,2,1,0.5,1,AL,1,6,0,5,0,0,4/9/42,54,0.75,20773,0.560030639,0.321284354,0.605000019,0.106000006,0.726946235,0.297071129,0.5,0.314009666,0.54838711,0.53435117,0.689999998,0.129999995,0.02,0.039999999,0.119999997,100,12,90,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,26,NEW YOR,"HINCHEY, MAURICE D.",1,2,3,1,0.333333343,2,NY,33,2,0,5,0,1,10/27/38,58,0.50999999,37323,0.516813219,0.905503333,0.773999989,0.224999994,0.57112062,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,15,TEXAS,"HINOJOSA, RUBEN E.",4,1,5,1,0.800000012,2,TX,44,7,0,1,0,0,8/20/40,56,0.600000024,19554,0.528200746,0.754768908,0.508000016,0.115000002,0.706732571,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,88,20,75,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,7,OHIO,"HOBSON, DAVID L.",2,1,3,1,0.666666687,1,OH,36,3,1,7,0,1,10/17/36,60,0.409999996,34979,0.517674446,0.935514331,0.761999965,0.152999997,0.573809505,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,70,35,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
1997-1998,105,2,2,MICHIGA,"HOEKSTRA, PETER",2,1,3,1,0.666666687,1,MI,23,3,1,5,0,1,10/30/53,43,0.409999996,33251,0.516285598,0.928820789,0.759000003,0.136000007,0.478380471,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,6,PENNSYL,"HOLDEN, TIM",0,0,0,0,0,2,PA,39,2,0,5,0,1,3/5/57,39,0.419999987,34351,0.52725023,0.951794028,0.698000014,0.126000002,0.561821282,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,50,90,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
1997-1998,105,1,5,OREGON,"HOOLEY, DARLENE KAY",1,1,2,1,0.5,1,OR,38,9,0,1,1,1,4/4/39,57,0.469999999,33675,0.51216197,0.936029613,0.815999985,0.207000002,0.654739261,0.576271176,0.428571433,0.087719299,0.5,0.660000026,0.460000008,0.140000001,0.050000001,0.059999999,0.289999992,100,5,80,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
1997-1998,105,2,38,CALIFOR,"HORN, STEVE",1,1,2,1,0.5,1,CA,5,9,1,5,0,1,5/31/31,65,0.529999971,39810,0.501803219,0.69216305,0.764999986,0.209999993,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,63,5,65,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0
1997-1998,105,2,8,INDIANA,"HOSTETTLER, JOHN",2,2,4,1,0.5,1,IN,15,3,1,3,0,1,6/19/51,45,0.430000007,31375,0.52921176,0.95818305,0.745000005,0.157000005,0.582030475,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,31,NEW YOR,"HOUGHTON, AMORY, JR.",0,0,0,0,0,1,NY,33,2,1,11,0,1,8/7/26,70,0.439999998,30172,0.519636214,0.958916962,0.754999995,0.150000006,0.397274345,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,75,30,50,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0
1997-1998,105,1,5,MARYLAN,"HOYER, STENY H.",3,0,3,1,1,1,MD,21,5,0,17,0,1,6/14/39,57,0.50999999,51367,0.502521098,0.772335052,0.831999958,0.254000008,0.69980979,0.559139788,0.40397352,0.17159763,0.628272235,0.742574275,0.5,0.219999999,0.029999999,0.07,0.180000007,100,5,80,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1997-1998,105,2,9,MISSOUR,"HULSHOF, KENNY",0,0,0,0,0,2,MO,26,4,1,1,0,1,3/22/58,38,0.439999998,31682,0.520940542,0.950090349,0.736000001,0.166000009,0.485859871,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,52,CALIFOR,"HUNTER, DUNCAN L.",0,2,2,0,0,1,CA,5,9,1,17,0,1,5/31/48,48,0.409999996,37396,0.51427865,0.83601445,0.779000044,0.171000004,0.890452445,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,3,ARKANSA,"HUTCHINSON, ASA",1,3,4,1,0.25,1,AR,4,7,1,1,0,1,12/3/50,46,0.439999998,25935,0.521601796,0.958898962,0.688000023,0.133000001,0.506092191,0.32520324,0.416666657,0.408163279,0.682539701,0.578947365,0.730000019,0.07,0.01,0.02,0.170000002,13,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1997-1998,105,2,6,ILLINOI,"HYDE, HENRY JOHN",1,3,4,1,0.25,2,IL,14,3,1,23,0,1,4/18/24,72,0.419999987,50729,0.519225955,0.918130279,0.851000011,0.286000013,1,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,4,SOUTH C,"INGLIS, ROBERT",3,1,4,1,0.75,1,SC,41,5,1,5,0,1,10/11/59,37,0.370000005,32866,0.529363692,0.792969704,0.673000038,0.175999999,0.64380765,0.428571433,0,0,0.642857134,0.727272749,0.779999971,0.07,0.01,0.029999999,0.100000001,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,5,OKLAHOM,"ISTOOK, ERNEST JIM",3,2,5,1,0.600000024,3,OK,37,7,1,5,0,1,2/11/50,46,0.310000002,34888,0.531041443,0.865909159,0.818000019,0.263999999,0.866883874,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,2,ILLINOI,"JACKSON, JESSE L., JR.",0,0,0,0,0,1,IL,14,3,0,3,0,0,3/11/65,31,0.850000024,33794,0.546310961,0.271030396,0.700999975,0.130999997,0.999286115,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,2,LOUISIA,"JEFFERSON, WILLIAM J.",5,0,5,1,1,1,LA,19,7,0,7,0,0,3/14/47,49,0.779999971,21677,0.545345128,0.354796588,0.658000052,0.174999997,0.996659994,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,75,28,70,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,2,1,TENNESS,"JENKINS, WILLIAM L.",2,2,4,1,0.5,1,TN,43,6,1,1,0,1,11/29/36,60,0.370000005,26407,0.525362015,0.97547406,0.619000018,0.127000004,0.473483741,0.32661289,0.35164836,0.247706428,0.634920657,0.506756783,0.75999999,0.059999999,0,0.029999999,0.140000001,13,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1997-1998,105,1,7,LOUISIA,"JOHN, CHRIS",0,0,0,0,0,2,LA,19,7,0,1,0,1,1/5/60,37,0.540000021,25609,0.525400937,0.793558359,0.656999946,0.141000003,0.577775538,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,50,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1997-1998,105,1,30,TEXAS,"JOHNSON, EDDIE BERNICE",0,1,1,0,0,1,TX,44,7,0,5,1,0,12/3/35,61,0.699999988,25900,0.517611206,0.375264257,0.68599999,0.16399999,1,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,100,5,90,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,8,WISCONS,"JOHNSON, JAY W.",0,0,0,0,0,1,WI,50,3,0,1,0,1,9/30/43,53,0.460000008,33172,0.51606065,0.960176945,0.784000039,0.148000002,0.556254625,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,88,30,65,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
1997-1998,105,2,6,CONNECT,"JOHNSON, NANCY L.",3,0,3,1,1,1,CT,7,1,1,15,1,1,1/5/35,62,0.5,49864,0.51751864,0.949699223,0.795000017,0.252999991,0.68329668,NA,NA,NA,NA,NA,0.419999987,0.319999993,0.02,0.059999999,0.180000007,100,5,70,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0
1997-1998,105,2,3,TEXAS,"JOHNSON, SAM R.",2,1,3,1,0.666666687,1,TX,44,7,1,7,0,1,10/11/30,66,0.319999993,52367,0.524046957,0.892571211,0.913000047,0.412999988,0.975389302,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,0,100,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1997-1998,105,2,3,NORTH C,"JONES, WALTER B., JR.",1,0,1,1,1,2,NC,34,5,1,3,0,1,2/10/43,53,0.400000006,28625,0.516150713,0.766488016,0.715999961,0.143999994,0.377708018,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,11,PENNSYL,"KANJORSKI, PAUL E.",1,0,1,1,1,2,PA,39,2,0,13,0,1,4/2/37,59,0.479999989,30425,0.534941733,0.983829677,0.716999948,0.127000004,0.60352385,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,63,85,50,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,1,9,OHIO,"KAPTUR, MARCIA",0,0,0,0,0,2,OH,36,3,0,15,1,1,1/17/46,50,0.550000012,35473,0.533142984,0.849131465,0.768999994,0.162999988,0.864740133,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,75,68,75,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
1997-1998,105,2,12,OHIO,"KASICH, JOHN R.",0,0,0,0,0,1,OH,36,3,1,15,0,1,5/13/52,44,0.469999999,37089,0.533703625,0.748440206,0.801999986,0.234999999,0.85391891,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,0,100,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,19,NEW YOR,"KELLY, SUE",1,3,4,1,0.25,1,NY,33,2,1,3,1,1,9/26/36,60,0.479999989,57419,0.507077157,0.890117288,0.833999991,0.324000001,0.699397087,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,50,25,45,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0
1997-1998,105,1,8,MASSACH,"KENNEDY, JOSEPH P., II",0,2,2,0,0,2,MA,22,1,0,11,0,1,9/24/52,44,0.769999981,35764,0.524106145,0.65196985,0.76699996,0.360000014,0.99628377,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,80,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,1,1,RHODE I,"KENNEDY, PATRICK J.",0,0,0,0,0,2,RI,40,1,0,3,0,1,7/14/67,29,0.610000014,38896,0.530619323,0.928085208,0.706999958,0.218999997,0.914076209,NA,NA,NA,NA,NA,0.239999995,0.50999999,0.02,0.039999999,0.189999998,75,20,80,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,1,CONNECT,"KENNELLY, BARBARA B.",3,1,4,1,0.75,2,CT,7,1,0,16,1,1,7/10/36,60,0.589999974,47493,0.531381905,0.783035517,0.779000044,0.266000003,0.891862631,NA,NA,NA,NA,NA,0.419999987,0.319999993,0.02,0.059999999,0.180000007,100,5,75,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,9,MICHIGA,"KILDEE, DALE E.",1,2,3,1,0.333333343,2,MI,23,3,0,21,0,1,9/16/29,67,0.460000008,40647,0.524971128,0.794208169,0.779999971,0.177000001,0.797769547,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,63,90,55,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,15,MICHIGA,"KILPATRICK, CAROLYN C.",1,1,2,1,0.5,1,MI,23,3,0,1,1,0,6/25/45,51,0.870000005,19738,0.545836687,0.264157712,0.585999966,0.111000001,0.999960423,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,41,CALIFOR,"KIM, JAY C.",1,2,3,1,0.333333343,1,CA,5,9,1,5,0,0,3/27/39,57,0.430000007,48401,0.494193524,0.680082381,0.768000007,0.214000002,0.988167584,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,13,95,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1997-1998,105,1,3,WISCONS,"KIND, RONALD JAMES",0,1,1,0,0,1,WI,50,3,0,1,0,1,3/16/63,33,0.5,31244,0.516426921,0.980111599,0.780999959,0.162999988,0.44113788,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,88,20,85,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1997-1998,105,2,3,NEW YOR,"KING, PETER T.",1,1,2,1,0.5,2,NY,33,2,1,5,0,1,4/5/44,52,0.529999971,61611,0.520777047,0.943532825,0.864000022,0.298999995,0.996041954,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,13,100,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1997-1998,105,2,1,GEORGIA,"KINGSTON, JOHN (JACK)",2,2,4,1,0.5,1,GA,11,5,1,5,0,1,4/24/55,41,0.449999988,29277,0.509703338,0.754458487,0.700999975,0.148999989,0.547071815,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,4,WISCONS,"KLECZKA, GERALD",0,0,0,0,0,2,WI,50,3,0,14,0,1,11/26/43,53,0.49000001,38681,0.522999823,0.938569725,0.786999941,0.166000009,0.977116108,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,63,65,70,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,4,PENNSYL,"KLINK, RON",1,1,2,1,0.5,1,PA,39,2,0,5,0,1,9/23/51,45,0.469999999,32011,0.532309353,0.962648809,0.774999976,0.152999997,0.673390567,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,63,85,45,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,2,WISCONS,"KLUG, SCOTT L.",0,3,3,0,0,2,WI,50,3,1,7,0,1,1/16/53,43,0.550000012,37432,0.51285547,0.955182016,0.84800005,0.26700002,0.635405064,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,50,45,45,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
1997-1998,105,2,11,MICHIGA,"KNOLLENBERG, JOSEPH",0,2,2,0,0,2,MI,23,3,1,5,0,1,11/28/33,63,0.460000008,56234,0.521477997,0.93020469,0.876999974,0.344000012,0.950228572,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997-1998,105,2,5,ARIZONA,"KOLBE, JIM",0,0,0,0,0,1,AZ,3,8,1,13,0,1,6/28/42,54,0.469999999,32829,0.515510261,0.879932106,0.844000041,0.25,0.865528047,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,38,35,50,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
1997-1998,105,1,10,OHIO,"KUCINICH, DENNIS J.",1,0,1,1,1,2,OH,36,3,0,1,0,1,10/8/46,50,0.50999999,37053,0.532132149,0.94114238,0.754999995,0.194999993,0.996535301,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,63,90,60,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,29,NEW YOR,"LAFALCE, JOHN",0,1,1,0,0,2,NY,33,2,0,23,0,1,10/6/39,57,0.50999999,35193,0.531905115,0.926266968,0.771999955,0.177999988,0.769993961,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,50,85,45,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1997-1998,105,2,18,ILLINOI,"LAHOOD, RAY",2,2,4,1,0.5,2,IL,14,3,1,3,0,1,12/6/45,51,0.439999998,36423,0.527199507,0.93663007,0.790000021,0.174999997,0.63210398,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,38,100,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1997-1998,105,1,9,TEXAS,"LAMPSON, NICHOLAS U.",2,0,2,1,1,2,TX,44,7,0,1,0,1,2/14/45,51,0.479999989,35080,0.519513547,0.724517286,0.763999999,0.188999996,0.869073153,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,88,40,85,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,12,CALIFOR,"LANTOS, TOM",2,0,2,1,1,4,CA,5,9,0,17,0,1,2/1/28,68,0.699999988,51727,0.522461116,0.651879609,0.844000041,0.316000015,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,6,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,1,OKLAHOM,"LARGENT, STEPHEN",1,3,4,1,0.25,1,OK,37,7,1,3,0,1,9/28/54,42,0.370000005,34105,0.528358877,0.832292497,0.816999972,0.233999997,0.941376865,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,13,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1997-1998,105,2,5,IOWA,"LATHAM, TOM",2,1,3,1,0.666666687,1,IA,16,4,1,3,0,1,7/14/48,48,0.439999998,29989,0.528379321,0.98030448,0.779999971,0.134000003,0.475005269,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,19,OHIO,"LATOURETTE, STEVEN C.",3,1,4,1,0.75,1,OH,36,3,1,3,0,1,7/22/54,42,0.479999989,40093,0.530437529,0.967978716,0.798000038,0.193999991,0.877446353,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,90,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1997-1998,105,2,2,NEW YOR,"LAZIO, RICK A.",2,0,2,1,1,2,NY,33,2,1,5,0,1,3/13/58,38,0.540000021,53215,0.51956749,0.854765415,0.801999986,0.188999996,0.998561203,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,50,50,40,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
1997-1998,105,2,1,IOWA,"LEACH, JAMES",1,1,2,1,0.5,1,IA,16,4,1,21,0,1,10/15/42,54,0.540000021,35846,0.519722223,0.949849546,0.828000009,0.227000013,0.763510168,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,75,50,55,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1997-1998,105,1,18,TEXAS,"LEE, SHEILA JACKSON",1,1,2,1,0.5,1,TX,44,7,0,3,1,0,1/12/50,47,0.730000019,25662,0.512439132,0.376737177,0.666000009,0.174999997,0.987884521,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,12,MICHIGA,"LEVIN, SANDER M.",2,2,4,1,0.5,4,MI,23,3,0,15,0,1,9/6/31,65,0.519999981,45143,0.527081728,0.93286413,0.786000013,0.199000001,1,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
