year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
1997-1998,105,2,4,ARIZONA,"SHADEGG, JOHN B.",1,1,2,1,0.5,1,AZ,3,8,1,3,0,1,10/22/49,47,0.439999998,40563,0.520721197,0.921451509,0.866999984,0.262999982,0.999030888,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,22,FLORIDA,"SHAW, E. CLAY, JR.",2,2,4,1,0.5,2,FL,10,5,1,17,0,1,4/19/39,57,0.540000021,39419,0.538186193,0.941569984,0.795000017,0.240999997,0.996921003,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,13,70,25,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1997-1998,105,2,4,CONNECT,"SHAYS, CHRISTOPHER",1,0,1,1,1,3,CT,7,1,1,11,0,1,10/18/45,51,0.50999999,56320,0.532498717,0.800480127,0.793000042,0.340000004,0.954715967,NA,NA,NA,NA,NA,0.419999987,0.319999993,0.02,0.059999999,0.180000007,63,20,65,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
1997-1998,105,1,24,CALIFOR,"SHERMAN, BRAD",0,0,0,0,0,4,CA,5,9,0,1,0,1,10/24/54,42,0.519999981,57375,0.511450648,0.846188128,0.861999989,0.334000021,0.971082687,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,20,ILLINOI,"SHIMKUS, JOHN M.",0,2,2,0,0,1,IL,14,3,1,1,0,1,2/21/58,38,0.469999999,31846,0.526154935,0.950103223,0.739000022,0.131999999,0.516168535,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1997-1998,105,2,9,PENNSYL,"SHUSTER, E.G.",3,2,5,1,0.600000024,1,PA,39,2,1,25,0,1,1/23/32,64,0.360000014,28913,0.524351478,0.982810259,0.701999962,0.100000001,0.297433913,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,13,100,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997-1998,105,1,4,VIRGINI,"SISISKY, NORMAN",0,4,4,0,0,4,VA,47,5,0,15,0,1,6/9/27,69,0.460000008,34630,0.517652929,0.661840916,0.693000019,0.141000003,0.632495105,0.467411548,0.33634311,0.28744939,0.542649746,0.604240298,0.610000014,0.140000001,0.01,0.059999999,0.170000002,88,20,65,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
1997-1998,105,1,2,COLORAD,"SKAGGS, DAVID E.",1,2,3,1,0.333333343,1,CO,6,8,0,11,0,1,2/22/43,53,0.49000001,41332,0.509599864,0.926567018,0.876999974,0.294999987,0.920290947,0.584795296,0.3125,0.201183438,0.519999981,0.670000017,0.419999987,0.230000004,0.029999999,0.050000001,0.270000011,88,5,75,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
1997-1998,105,2,2,NEW MEX,"SKEEN, JOSEPH R.",1,1,2,1,0.5,2,NM,32,8,1,17,0,1,6/30/27,69,0.460000008,24588,0.510926902,0.839499533,0.694999993,0.150000006,0.667845011,0.438356161,0.439393938,0.09589041,0.200000003,0.5625,0.319999993,0.400000006,0.029999999,0.029999999,0.209999993,13,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997-1998,105,1,4,MISSOUR,"SKELTON, IKE",1,2,3,1,0.333333343,1,MO,26,4,0,21,0,1,12/20/31,65,0.409999996,27440,0.510723293,0.9535743,0.720000029,0.127000004,0.390485048,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,63,90,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
1997-1998,105,1,28,NEW YOR,"SLAUGHTER, LOUISE M.",3,0,3,1,1,1,NY,33,2,0,11,1,1,8/14/29,67,0.550000012,41851,0.533195496,0.8145836,0.795000017,0.273999989,0.963381648,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,75,5,85,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1997-1998,105,1,9,WASHING,"SMITH, ADAM",0,0,0,0,0,1,WA,48,9,0,1,0,1,6/15/65,31,0.50999999,36543,0.500446737,0.854911029,0.845999956,0.182000011,0.914343953,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,100,5,85,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1997-1998,105,2,4,NEW JER,"SMITH, CHRISTOPHER H.",2,2,4,1,0.5,2,NJ,31,2,1,17,0,1,3/4/53,43,0.50999999,43707,0.530258179,0.836863279,0.759000003,0.187000006,0.841499746,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,13,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1997-1998,105,2,21,TEXAS,"SMITH, LAMAR S.",1,1,2,1,0.5,3,TX,44,7,1,11,0,1,11/19/47,49,0.300000012,37861,0.524939477,0.913254082,0.836999953,0.280000001,0.709572494,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,3,WASHING,"SMITH, LINDA",1,1,2,1,0.5,1,WA,48,9,1,3,1,1,7/16/50,46,0.49000001,33913,0.516877532,0.947666645,0.814999998,0.169,0.624821305,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,7,MICHIGA,"SMITH, NICK H.",3,1,4,1,0.75,1,MI,23,3,1,5,0,1,11/5/34,62,0.460000008,34694,0.512911797,0.92256397,0.781999946,0.138999999,0.481453866,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,13,89,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1997-1998,105,2,2,OREGON,"SMITH, ROBERT F.",1,2,3,1,0.333333343,1,OR,38,9,1,15,0,1,7/16/31,65,0.379999995,28187,0.511781693,0.93736279,0.775999963,0.151999995,0.50003165,0.576271176,0.428571433,0.087719299,0.5,0.660000026,0.460000008,0.140000001,0.050000001,0.059999999,0.289999992,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,3,KANSAS,"SNOWBARGER, VINCENT K.",0,2,2,0,0,1,KS,17,4,1,1,0,1,9/9/50,46,0.419999987,41605,0.526247561,0.872095585,0.859000027,0.314999998,0.928149521,0.453608245,0.189873412,0.188888893,0.683168292,0.392405063,0.5,0.200000003,0.02,0.079999998,0.200000003,13,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997-1998,105,1,2,ARKANSA,"SNYDER, VICTOR F.",0,0,0,0,0,1,AR,4,7,0,1,0,1,9/27/47,49,0.550000012,30011,0.530788779,0.811794817,0.744000018,0.189999998,0.685122192,0.32520324,0.416666657,0.408163279,0.682539701,0.578947365,0.730000019,0.07,0.01,0.02,0.170000002,100,25,65,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
1997-1998,105,2,22,NEW YOR,"SOLOMON, GERALD B.",2,3,5,1,0.400000006,1,NY,33,2,1,19,0,1,8/14/30,66,0.449999988,38589,0.508811653,0.96608007,0.790000021,0.203999996,0.332810074,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,0,100,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,4,INDIANA,"SOUDER, MARK E.",1,2,3,1,0.333333343,1,IN,15,3,1,3,0,1,7/18/50,46,0.360000014,35821,0.522396445,0.928784549,0.781999946,0.150000006,0.596584499,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,25,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1997-1998,105,2,2,SOUTH C,"SPENCE, FLOYD",0,4,4,0,0,1,SC,41,5,1,27,0,1,4/9/28,68,0.409999996,35402,0.516193688,0.728791893,0.780999959,0.239999995,0.59698236,0.428571433,0,0,0.642857134,0.727272749,0.779999971,0.07,0.01,0.029999999,0.100000001,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,5,SOUTH C,"SPRATT, JOHN M.",3,0,3,1,1,1,SC,41,5,0,15,0,1,11/1/42,54,0.460000008,29451,0.529640913,0.681923687,0.629000008,0.125,0.373287618,0.428571433,0,0,0.642857134,0.727272749,0.779999971,0.07,0.01,0.029999999,0.100000001,88,35,65,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
1997-1998,105,1,8,MICHIGA,"STABENOW, DEBORAH ANN",1,1,2,1,0.5,1,MI,23,3,0,1,1,1,4/29/50,46,0.49000001,42821,0.520293832,0.904052973,0.839999974,0.240999997,0.603112817,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,88,5,85,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,13,CALIF,"STARK, FORTNEY (PETE)",3,2,5,1,0.600000024,1,CA,5,9,0,25,0,1,11/11/31,65,0.620000005,48651,0.509880006,0.642080128,0.805999994,0.223999992,0.998557031,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,95,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997-1998,105,2,6,FLORIDA,"STEARNS, CLIFFORD",0,3,3,0,0,1,FL,10,5,1,9,0,1,4/16/41,55,0.389999986,29825,0.512500346,0.903677762,0.728000045,0.123999998,0.518282056,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,17,TEXAS,"STENHOLM, CHARLES WALTER",1,2,3,1,0.333333343,1,TX,44,7,0,19,0,1,10/26/38,58,0.389999986,26263,0.521433949,0.856943548,0.661999941,0.134000003,0.615726829,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,50,90,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
1997-1998,105,1,11,OHIO,"STOKES, LOUIS",3,1,4,1,0.75,1,OH,36,3,0,29,0,0,2/23/25,71,0.790000021,28710,0.544069231,0.397592574,0.685000002,0.182000011,1,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,100,5,80,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,6,OHIO,"STRICKLAND, TED",0,0,0,0,0,1,OH,36,3,0,3,0,1,8/4/41,55,0.439999998,26535,0.525149703,0.970735729,0.683000028,0.113999993,0.403800309,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,88,30,65,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
1997-1998,105,2,3,ARIZONA,"STUMP, BOB",1,2,3,1,0.333333343,1,AZ,3,8,1,21,0,1,4/4/27,69,0.409999996,31663,0.516338527,0.87578392,0.790000021,0.162,0.814900339,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,1,1,MICHIGA,"STUPAK, BART",0,2,2,0,0,2,MI,23,3,0,5,0,1,2/29/52,44,0.469999999,27482,0.506580651,0.961542726,0.769999981,0.144999996,0.306756437,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,63,100,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,1,NEW HAM,"SUNUNU, JOHN E.",1,1,2,1,0.5,2,NH,30,1,1,1,0,1,9/10/64,32,0.479999989,41959,0.518021882,0.979697287,0.824000001,0.237999991,0.5499928,0.520833313,0.315217406,0.222222224,0.613861382,0.72131145,0.370000005,0.349999994,0,0.029999999,0.239999995,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,2,MISSOUR,"TALENT, JAMES M.",2,1,3,1,0.666666687,1,MO,26,4,1,5,0,1,10/18/56,40,0.409999996,50632,0.522088408,0.942497432,0.864000022,0.335999995,0.968340933,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,8,TENNESS,"TANNER, JOHN S.",1,1,2,1,0.5,1,TN,43,6,0,9,0,1,9/22/44,52,0.5,27241,0.526822805,0.794737816,0.628000021,0.103999995,0.475701541,0.32661289,0.35164836,0.247706428,0.634920657,0.506756783,0.75999999,0.059999999,0,0.029999999,0.140000001,75,40,35,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1997-1998,105,1,10,CALIFOR,"TAUSCHER, ELLEN",1,0,1,1,1,2,CA,5,9,0,1,1,1,11/15/51,45,0.479999989,60079,0.512845218,0.878704488,0.900999963,0.35799998,0.969572127,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,88,5,80,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1
1997-1998,105,2,3,LOUISIA,"TAUZIN, WILBERT J.",1,4,5,1,0.200000003,2,LA,19,7,1,18,0,1,6/14/43,53,0.50999999,27116,0.522261739,0.753354371,0.628000021,0.098000005,0.665174544,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,11,NORTH C,"TAYLOR, CHARLES H.",0,3,3,0,0,1,NC,34,5,1,7,0,1,1/23/41,55,0.430000007,28240,0.532740772,0.908888161,0.681999981,0.152999997,0.312885702,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,0,100,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,5,MISSISS,"TAYLOR, GENE",2,1,3,1,0.666666687,2,MS,25,6,0,8,0,1,9/17/53,43,0.349999994,25736,0.519065738,0.783029854,0.715999961,0.151000008,0.651425421,NA,NA,NA,NA,NA,0.800000012,0.050000001,0.01,0.02,0.119999997,13,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1997-1998,105,2,21,CALIFOR,"THOMAS, WILLIAM MARSHALL",1,1,2,1,0.5,1,CA,5,9,1,19,0,1,12/6/41,55,0.340000004,33174,0.509446383,0.777101338,0.726999998,0.150000006,0.813791335,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,13,58,30,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1997-1998,105,1,2,MISSISS,"THOMPSON, BENNIE",1,0,1,1,1,1,MS,25,6,0,5,0,0,1/28/48,48,0.620000005,19236,0.551197767,0.365758628,0.552999973,0.135000005,0.452734321,NA,NA,NA,NA,NA,0.800000012,0.050000001,0.01,0.02,0.119999997,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,13,TEXAS,"THORNBERRY, WILLIAM M. (MAC)",1,1,2,1,0.5,1,TX,44,7,1,3,0,1,7/15/58,38,0.389999986,25721,0.523912668,0.789155066,0.66900003,0.136999995,0.727671564,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997-1998,105,2,1,SOUTH D,"THUNE, JOHN R.",2,0,2,1,1,1,SD,42,4,1,1,0,1,1/7/61,36,0.430000007,27602,0.515550435,0.915964544,0.770999968,0.172000006,0.4996638,NA,NA,NA,NA,NA,0.620000005,0.25,0,0.029999999,0.100000001,13,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1997-1998,105,1,5,FLORIDA,"THURMAN, KAREN L.",1,1,2,1,0.5,1,FL,10,5,0,5,1,1,1/12/51,46,0.5,25824,0.52449888,0.925113499,0.713999987,0.153999999,0.584630191,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,100,15,85,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,4,KANSAS,"TIAHRT, TODD",1,2,3,1,0.333333343,1,KS,17,4,1,3,0,1,6/15/51,45,0.349999994,34210,0.521468461,0.887723744,0.805999994,0.19600001,0.758010507,0.453608245,0.189873412,0.188888893,0.683168292,0.392405063,0.5,0.200000003,0.02,0.079999998,0.200000003,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,6,MASSACH,"TIERNEY, JOHN F.",0,0,0,0,0,0,MA,22,1,0,1,0,1,9/18/51,45,0.589999974,48728,0.529873431,0.948248804,0.833000004,0.273999989,0.895348191,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,34,CALIFOR,"TORRES, ESTEBAN E.",4,1,5,1,0.800000012,0,CA,5,9,0,15,0,0,1/27/30,66,0.639999986,38395,0.508909523,0.567316473,0.616999984,0.119999997,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,10,NEW YOR,"TOWNS, EDOLPHUS",1,1,2,1,0.5,1,NY,33,2,0,15,0,0,7/21/34,62,0.899999976,26177,0.557704031,0.267941803,0.619000018,0.167999998,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,88,5,85,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
1997-1998,105,1,17,OHIO,"TRAFICANT, JAMES A., JR.",2,0,2,1,1,2,OH,36,3,0,13,0,1,5/8/41,55,0.579999983,30413,0.53602314,0.891588748,0.744000018,0.123000003,0.742061675,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,63,95,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
1997-1998,105,1,2,TEXAS,"TURNER, JAMES W.",1,1,2,1,0.5,1,TX,44,7,0,1,0,1,6/6/46,50,0.449999988,25750,0.503716171,0.794442773,0.648999989,0.103999995,0.38879618,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,88,56,45,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1
1997-1998,105,2,6,MICHIGA,"UPTON, FRED",1,1,2,1,0.5,1,MI,23,3,1,11,0,1,4/23/53,43,0.460000008,33578,0.526582241,0.881355882,0.771999955,0.186000004,0.499555916,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,38,60,35,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
1997-1998,105,1,12,NEW YOR,"VELAZQUEZ, NYDIA M.",0,0,0,0,0,2,NY,33,2,0,5,1,0,3/28/53,43,0.850000024,21911,0.520736575,0.338367164,0.474000007,0.104999997,0.995549142,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,85,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
1997-1998,105,1,4,MINNESO,"VENTO, BRUCE",0,3,3,0,0,2,MN,24,4,0,21,0,1,10/7/40,56,0.579999983,40605,0.533295989,0.889403105,0.853000045,0.282999992,0.997893512,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,100,10,90,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,1,1,INDIANA,"VISCLOSKEY, PETER J.",0,2,2,0,0,2,IN,15,3,0,13,0,1,8/13/49,47,0.579999983,36640,0.530981004,0.741663277,0.75,0.142000005,0.910247922,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,75,25,65,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1
1997-1998,105,2,25,NEW YOR,"WALSH, JAMES T.",1,2,3,1,0.333333343,2,NY,33,2,1,9,0,1,9/19/47,49,0.50999999,37404,0.530206025,0.910005748,0.799000025,0.227000013,0.743245721,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,25,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997-1998,105,2,3,TENNESS,"WAMP, ZACH",1,1,2,1,0.5,1,TN,43,6,1,3,0,1,10/28/57,39,0.460000008,29557,0.532122552,0.873656929,0.675000012,0.159999996,0.646538079,0.32661289,0.35164836,0.247706428,0.634920657,0.506756783,0.75999999,0.059999999,0,0.029999999,0.140000001,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,1,35,CALIFOR,"WATERS, MAXINE",1,1,2,1,0.5,1,CA,5,9,0,7,1,0,8/31/38,58,0.839999974,26853,0.516697049,0.212837324,0.57099998,0.101000004,0.99967593,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,3,OKLAHOM,"WATKINS, WES",2,1,3,1,0.666666687,1,OK,37,7,1,1,0,1,12/15/38,58,0.469999999,23106,0.524756014,0.8338871,0.666999996,0.133000001,0.435217738,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,25,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997-1998,105,1,12,NORTH C,"WATT, MELVIN LU",0,2,2,0,0,1,NC,34,5,0,5,0,0,8/26/45,51,0.689999998,27977,0.546259642,0.417984128,0.655999959,0.143000007,0.862913132,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,100,5,80,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1997-1998,105,2,4,OKLAHOM,"WATTS, JULIUS C.",3,2,5,1,0.600000024,1,OK,37,7,1,3,0,0,11/18/57,39,0.400000006,29639,0.50785166,0.841602981,0.774999976,0.187000006,0.74202168,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,25,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997-1998,105,1,29,CALIFOR,"WAXMAN, HENRY A.",1,1,2,1,0.5,4,CA,5,9,0,23,0,1,9/12/39,57,0.660000026,55001,0.509783804,0.837516606,0.863000035,0.435000002,0.999685049,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1997-1998,105,2,7,PENNSYL,"WELDON, CURT",3,2,5,1,0.600000024,1,PA,39,2,1,11,0,1,7/22/47,49,0.449999988,49477,0.530283451,0.93827796,0.845999956,0.310000002,0.952881694,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,13,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997-1998,105,2,15,FLORIDA,"WELDON, DAVID J.",1,0,1,1,1,1,FL,10,5,1,3,0,1,8/31/53,43,0.409999996,34313,0.512353957,0.902149081,0.798000038,0.188999996,0.822187364,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,105,2,11,ILLINOI,"WELLER, GERALD C. (JERRY)",0,0,0,0,0,1,IL,14,3,1,3,0,1,7/7/57,39,0.50999999,39073,0.520909071,0.87400794,0.758000016,0.134000003,0.796403646,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1997-1998,105,1,19,FLORIDA,"WEXLER, ROBERT",2,1,3,1,0.666666687,4,FL,10,5,0,1,0,1,1/2/61,36,0.649999976,40691,0.534716785,0.947768867,0.826999962,0.227999985,0.979015827,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,100,5,95,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997-1998,105,1,2,RHODE I,"WEYGAND, ROBERT A.",2,1,3,1,0.666666687,2,RI,40,1,0,1,0,1,5/10/48,48,0.589999974,39454,0.529169858,0.900334179,0.73300004,0.207000002,0.80682838,NA,NA,NA,NA,NA,0.239999995,0.50999999,0.02,0.039999999,0.189999998,63,90,70,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
